İlan No,İlan Tarihi,Marka,Seri,Model,Yıl,Kilometre,Vites Tipi,Yakıt Tipi,Kasa Tipi,Renk,Motor Hacmi,Motor Gücü,Çekiş,Araç Durumu,Ort. Yakıt Tüketimi,Yakıt Deposu,Boya-değişen,Takasa Uygun,Kimden,tramer,Fiyat
25269260,03 Mayıs 2024,Peugeot,3008,1.6 PureTech Allure Selection,2022,1.100 km,Otomatik,Benzin,Crossover,Beyaz,1598 cc,182 hp,Önden Çekiş,İkinci El,"5,6 lt",53 lt,Belirtilmemiş,,Sahibinden,,1.750.000 TL
25269986,03 Mayıs 2024,Cupra,Formentor,1.5 TSI,2022,7.500 km,Yarı Otomatik,Benzin,Crossover,Lacivert,1498 cc,150 hp,Önden Çekiş,İkinci El,"5,6 lt",50 lt,Tamamı orjinal,,Sahibinden,,1.825.000 TL
25030716,03 Mayıs 2024,Nissan,X-Trail,1.5 e-4ORCE Platinum Premium,2022,26.238 km,Otomatik,Hibrit,Crossover,Beyaz,1497 cc,213 hp,4WD (Sürekli),İkinci El,"6,5 lt",55 lt,1 boyalı,Takasa Uygun Değil,Galeriden,6894,2.389.900 TL
25031831,03 Mayıs 2024,Kia,EV6,Long Range GT Line,2022,10.000 km,Otomatik,Elektrik,Crossover,Siyah,,325 hp,4WD (Sürekli),İkinci El,,,Belirtilmemiş,Takasa Uygun Değil,Galeriden,,2.790.000 TL
25030411,03 Mayıs 2024,Porsche,Cayenne,3.0 V6,2022,33.000 km,Otomatik,Benzin,Coupe,Siyah,2995 cc,340 hp,4WD (Sürekli),İkinci El,"9,3 lt",75 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,,10.410.000 TL
25142683,03 Mayıs 2024,Citroen,C3 Aircross,1.2 PureTech Feel,2022,18.000 km,Otomatik,Benzin,Crossover,Gri,1199 cc,130 hp,Önden Çekiş,İkinci El,5 lt,45 lt,Belirtilmemiş,Takasa Uygun,Galeriden,,1.045.750 TL
25032730,03 Mayıs 2024,MG,ZS EV,Luxury,2022,16.500 km,Otomatik,Elektrik,Crossover,Gri,,143 hp,Önden Çekiş,İkinci El,,,Belirtilmemiş,Takasa Uygun,Galeriden,,1.380.000 TL
25029774,03 Mayıs 2024,BMW,iX,First Edition Essence,2022,35.000 km,Otomatik,Elektrik,Crossover,Siyah,,326 hp,4WD (Sürekli),İkinci El,,,Belirtilmemiş,Takasa Uygun,Galeriden,,3.600.750 TL
25027866,03 Mayıs 2024,MINI,Cooper Countryman,1.5 Signature,2022,9.427 km,Otomatik,Benzin,Crossover,Kırmızı,1499 cc,136 hp,Önden Çekiş,İkinci El,"5,8 lt",51 lt,Tamamı orjinal,Takasa Uygun,Galeriden,,1.798.000 TL
25027789,03 Mayıs 2024,Toyota,Yaris Cross,1.5 Hybrid Passion X-Pack,2022,19.000 km,Otomatik,Hibrit,Crossover,Sarı,1490 cc,116 hp,Önden Çekiş,İkinci El,"4,6 lt",36 lt,Tamamı orjinal,Takasa Uygun,Galeriden,,1.545.000 TL
25145802,03 Mayıs 2024,Porsche,Macan,2.0 T,2022,40.663 km,Otomatik,Benzin,Crossover,Siyah,1984 cc,265 hp,4WD (Sürekli),İkinci El,"8,7 lt",65 lt,Tamamı orjinal,Takasa Uygun,Galeriden,,5.195.000 TL
25142168,03 Mayıs 2024,Toyota,Corolla Cross,1.8 Passion,2022,16.850 km,Otomatik,Hibrit,Crossover,Gri (Gümüş),1798 cc,140 hp,Önden Çekiş,İkinci El,5 lt,43 lt,Tamamı orjinal,Takasa Uygun,Galeriden,,1.659.900 TL
25035478,03 Mayıs 2024,Peugeot,5008,1.5 BlueHDI GT,2022,16.265 km,Otomatik,Dizel,Crossover,Kırmızı,1499 cc,132 hp,Önden Çekiş,İkinci El,"4,1 lt",56 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,,1.894.900 TL
25028056,03 Mayıs 2024,MG,ZS,1.0 T-GDI Luxury,2022,47.000 km,Otomatik,Benzin,Crossover,Siyah,999 cc,111 hp,Önden Çekiş,İkinci El,"6,6 lt",45 lt,1 boyalı,Takasa Uygun,Galeriden,,1.061.000 TL
23169939,03 Mayıs 2024,Jeep,Compass,1.3 Turbo PHEV S Limited,2022,6.017 km,Otomatik,Hibrit,Crossover,Lacivert,1332 cc,240 hp,4WD (Sürekli),,"2,3 lt",60 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,,2.395.000 TL
23008653,03 Mayıs 2024,BMW,X1,20i sDrive M Sport,2022,29.000 km,Otomatik,Benzin,Crossover,Turuncu,1499 cc,170 hp,Önden Çekiş,İkinci El,"6,3 lt",45 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,,2.555.000 TL
25145681,03 Mayıs 2024,Ford,Kuga,1.5 EcoBlue Titanium,2022,60.740 km,Otomatik,Dizel,Crossover,Beyaz,1498 cc,120 hp,Önden Çekiş,İkinci El,"4,4 lt",54 lt,Belirtilmemiş,Takasa Uygun,Galeriden,,1.695.000 TL
25269211,02 Mayıs 2024,Opel,Mokka,1.2 T Ultimate,2022,38.000 km,Otomatik,Benzin,Crossover,Yeşil,1199 cc,130 hp,Önden Çekiş,İkinci El,"4,9 lt",44 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,,1.320.000 TL
25268375,02 Mayıs 2024,Fiat,Egea Cross,1.4 Fire Urban,2022,38.800 km,Düz,LPG & Benzin,Crossover,Turuncu,1368 cc,95 hp,Önden Çekiş,İkinci El,"6,8 lt",50 lt,Tamamı orjinal,,Sahibinden,,820.000 TL
25268048,02 Mayıs 2024,Hyundai,Tucson,1.6 CRDi Prime,2022,30.000 km,Otomatik,Dizel,SUV,Gri,,,Önden Çekiş,İkinci El,,,Tamamı orjinal,,Sahibinden,,1.689.000 TL
25266943,02 Mayıs 2024,Citroen,C4 SUV,1.2 PureTech Feel,2022,15.250 km,Düz,Benzin,Crossover,Beyaz,1199 cc,102 hp,Önden Çekiş,İkinci El,"4,6 lt",50 lt,Belirtilmemiş,,Sahibinden,,1.025.000 TL
25267465,02 Mayıs 2024,Hyundai,Bayon,1.4 MPI Elite,2022,22.000 km,Otomatik,Benzin,Crossover,Kırmızı,1368 cc,100 hp,Önden Çekiş,İkinci El,"6,6 lt",40 lt,Tamamı orjinal,Takasa Uygun,Galeriden,18743,1.089.000 TL
25265082,02 Mayıs 2024,Dacia,Sandero Stepway,1.0 Tce Expression,2022,6.100 km,Otomatik,Benzin,Hatchback/5,Yeşil,999 cc,90 hp,Önden Çekiş,İkinci El,"5,2 lt",50 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,,950.000 TL
25264930,02 Mayıs 2024,Opel,Crossland,1.5 T Edition,2022,70.000 km,Otomatik,Dizel,Crossover,Gri,1499 cc,120 hp,Önden Çekiş,İkinci El,"3,9 lt",45 lt,Belirtilmemiş,,Sahibinden,,1.239.000 TL
25266813,02 Mayıs 2024,Fiat,Egea Cross,1.4 Fire Urban,2022,21.000 km,Düz,Benzin,Crossover,Mavi,1368 cc,95 hp,Önden Çekiş,İkinci El,"6,8 lt",50 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,,892.500 TL
25266699,02 Mayıs 2024,Opel,Grandland,1.5 D Turbo Ultimate,2022,29.250 km,Otomatik,Dizel,Crossover,Siyah,1499 cc,130 hp,Önden Çekiş,İkinci El,"3,9 lt",53 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,,1.599.000 TL
25266768,02 Mayıs 2024,Fiat,Egea Cross,1.6 Multijet Urban,2022,11.450 km,Yarı Otomatik,Dizel,Crossover,Mavi (metalik),1598 cc,130 hp,Önden Çekiş,İkinci El,"4,6 lt",50 lt,Tamamı orjinal,Takasa Uygun,Yetkili Bayiden,,1.039.000 TL
25258369,02 Mayıs 2024,MG,EHS,1.5 T-GDI Luxury,2022,19.200 km,Otomatik,Hibrit,Crossover,Kırmızı,1490 cc,258 hp,Önden Çekiş,İkinci El,"1,8 lt",37 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,,1.775.000 TL
25266033,02 Mayıs 2024,Toyota,Corolla Cross,1.8 Flame,2022,21.000 km,Otomatik,LPG & Benzin,Crossover,Mavi,1798 cc,140 hp,Önden Çekiş,İkinci El,5 lt,43 lt,Tamamı orjinal,Takasa Uygun Değil,Yetkili Bayiden,,1.565.000 TL
25265614,02 Mayıs 2024,Kia,Stonic,1.4 MPI Business,2022,69.363 km,Otomatik,Benzin,Crossover,Kırmızı,1368 cc,100 hp,Önden Çekiş,İkinci El,"6,2 lt",45 lt,1 boyalı,Takasa Uygun,Yetkili Bayiden,,960.000 TL
25265489,02 Mayıs 2024,Fiat,Egea Cross,1.6 Multijet Lounge,2022,122.050 km,Yarı Otomatik,Dizel,Crossover,Turuncu,1598 cc,130 hp,Önden Çekiş,İkinci El,"4,6 lt",50 lt,Tamamı orjinal,Takasa Uygun,Yetkili Bayiden,,1.145.000 TL
25261978,02 Mayıs 2024,Volkswagen,T-Roc,1.5 TSI Style,2022,10.500 km,Yarı Otomatik,Benzin,Crossover,Siyah,1498 cc,150 hp,Önden Çekiş,İkinci El,"5,4 lt",50 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,,1.600.000 TL
25264139,02 Mayıs 2024,Hyundai,Tucson,1.6 T-GDi N-Line,2022,20.500 km,Yarı Otomatik,Benzin,Crossover,Füme,1598 cc,180 hp,4WD (Sürekli),İkinci El,"7,4 lt",54 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,,1.840.000 TL
24656032,02 Mayıs 2024,Fiat,Egea Cross,1.6 Multijet Urban,2022,47.000 km,Yarı Otomatik,Dizel,Crossover,Turuncu,1598 cc,130 hp,Önden Çekiş,İkinci El,"4,6 lt",50 lt,"1 değişen, 1 boyalı",Takasa Uygun,Sahibinden,,1.040.000 TL
25261430,02 Mayıs 2024,Fiat,Egea Cross,1.6 Multijet Urban,2022,11.500 km,Yarı Otomatik,Dizel,Crossover,Füme,1598 cc,130 hp,Önden Çekiş,İkinci El,"4,6 lt",50 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,,1.195.000 TL
25260620,02 Mayıs 2024,Renault,Captur,1.3 TCe Touch Plus,2022,14.700 km,Yarı Otomatik,Hibrit,Crossover,Beyaz,1333 cc,140 hp,Önden Çekiş,İkinci El,"5,4 lt",48 lt,Belirtilmemiş,,Sahibinden,,1.250.000 TL
25260262,02 Mayıs 2024,Hyundai,Tucson,1.6 T-GDi Comfort,2022,53.300 km,Otomatik,Benzin,SUV,Gri,,,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,,1.400.000 TL
25263598,02 Mayıs 2024,Hyundai,Kona,Electric 100 kW Progressive,2022,15.500 km,Otomatik,Elektrik,Crossover,Mavi,,136 hp,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Sahibinden,,1.140.000 TL
25259675,02 Mayıs 2024,Opel,Mokka,1.2 T Elegance,2022,32.200 km,Otomatik,Benzin,Crossover,Gri,1199 cc,130 hp,Önden Çekiş,İkinci El,"4,9 lt",44 lt,Tamamı orjinal,,Sahibinden,,1.260.000 TL
25258836,02 Mayıs 2024,Dacia,Sandero Stepway,1.0 Tce Comfort,2022,32.500 km,Düz,Benzin,Hatchback/5,Mavi (metalik),999 cc,90 hp,Önden Çekiş,İkinci El,"4,9 lt",50 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,,765.000 TL
25258324,02 Mayıs 2024,Dacia,Duster,1.0 ECO-G Comfort,2022,23.000 km,Düz,Benzin,Crossover,Beyaz,999 cc,100 hp,Önden Çekiş,İkinci El,"6,5 lt",50 lt,Tamamı orjinal,,Sahibinden,,875.000 TL
24547735,02 Mayıs 2024,Volvo,XC90,2.0 B5 Plus Dark,2022,15.000 km,Otomatik,Hibrit,Crossover,Siyah,1969 cc,235 hp,4WD (Sürekli),İkinci El,"6,4 lt",71 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,,6.000.000 TL
25258142,02 Mayıs 2024,Opel,Crossland,1.2 T Essential,2022,16.600 km,Düz,Benzin,Crossover,Beyaz,1199 cc,130 hp,Önden Çekiş,İkinci El,"4,7 lt",45 lt,Tamamı orjinal,,Sahibinden,,885.000 TL
25141473,02 Mayıs 2024,Fiat,Egea Cross,1.4 Fire Street,2022,66.000 km,Düz,Benzin,Crossover,Beyaz,1368 cc,95 hp,Önden Çekiş,İkinci El,"6,8 lt",50 lt,Belirtilmemiş,Takasa Uygun,Galeriden,,743.500 TL
25024617,02 Mayıs 2024,Hyundai,Bayon,1.4 MPI Style,2022,19.000 km,Otomatik,Benzin,Crossover,Beyaz,1368 cc,100 hp,Önden Çekiş,İkinci El,"6,6 lt",40 lt,Tamamı orjinal,Takasa Uygun,Galeriden,,1.028.000 TL
24551187,02 Mayıs 2024,Kia,Sportage,1.6 T-GDI Prestige,2022,23.500 km,Yarı Otomatik,Hibrit,Crossover,Siyah,1598 cc,150 hp,4WD (Sürekli),İkinci El,6 lt,54 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,,1.925.000 TL
25135716,02 Mayıs 2024,Hyundai,Tucson,1.6 T-GDi Comfort,2022,24.550 km,Yarı Otomatik,Benzin,Crossover,Mavi,1598 cc,180 hp,Önden Çekiş,İkinci El,"7,3 lt",54 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,,1.557.000 TL
25131903,02 Mayıs 2024,Hyundai,Tucson,1.6 CRDi Prime,2022,29.000 km,Yarı Otomatik,Dizel,Crossover,Gri,1598 cc,136 hp,Önden Çekiş,İkinci El,"5,7 lt",54 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,,1.649.000 TL
25131103,02 Mayıs 2024,Opel,Mokka,1.2 T GS Line,2022,10.000 km,Otomatik,Benzin,Crossover,Gri,1199 cc,130 hp,Önden Çekiş,İkinci El,"4,9 lt",44 lt,Belirtilmemiş,Takasa Uygun,Galeriden,,1.295.000 TL
25018384,02 Mayıs 2024,Nissan,X-Trail,1.5 DIG-T Sky Pack,2022,26.000 km,Otomatik,Hibrit,Crossover,Beyaz,1497 cc,163 hp,Önden Çekiş,İkinci El,"7,1 lt",55 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,,2.050.000 TL
25131975,02 Mayıs 2024,Kia,Stonic,1.4 MPI Business,2022,16.869 km,Otomatik,Benzin,Crossover,Kırmızı,1368 cc,100 hp,Önden Çekiş,İkinci El,"6,2 lt",45 lt,Belirtilmemiş,Takasa Uygun,Galeriden,,1.069.900 TL
25131702,02 Mayıs 2024,Volvo,XC90,2.0 D5 Inscription,2022,70.329 km,Otomatik,Dizel,Crossover,Siyah,1969 cc,235 hp,4WD (Sürekli),İkinci El,"5,7 lt",71 lt,Belirtilmemiş,Takasa Uygun,Galeriden,,4.499.900 TL
25019155,02 Mayıs 2024,Opel,Grandland,1.5 D Turbo Elegance,2022,30.000 km,Otomatik,Dizel,Crossover,Siyah,1499 cc,130 hp,Önden Çekiş,İkinci El,"3,9 lt",53 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,,1.435.000 TL
25018724,02 Mayıs 2024,Jeep,Renegade,1.3 Turbo Longitude,2022,45.000 km,Otomatik,Benzin,Crossover,Beyaz,1332 cc,180 hp,4WD (Sürekli),İkinci El,"7,3 lt",48 lt,Belirtilmemiş,Takasa Uygun,Galeriden,,1.225.000 TL
25134063,02 Mayıs 2024,Fiat,Egea Cross,1.4 Fire Urban,2022,62.023 km,Düz,Benzin,Crossover,Beyaz,1368 cc,95 hp,Önden Çekiş,İkinci El,"6,8 lt",50 lt,1 boyalı,Takasa Uygun,Galeriden,7714,789.000 TL
25131378,02 Mayıs 2024,Dacia,Duster,1.3 Tce Prestige Plus,2022,65.381 km,Yarı Otomatik,Benzin,-,Beyaz,1200 cm3' e kadar,101 - 125 HP,-,İkinci El,,,Belirtilmemiş,Takasa Uygun,Yetkili Bayiden,,1.030.000 TL
25129607,02 Mayıs 2024,Fiat,Egea Cross,1.6 Multijet Urban,2022,8.202 km,Yarı Otomatik,Dizel,Crossover,Beyaz,1598 cc,130 hp,Önden Çekiş,İkinci El,"4,6 lt",50 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,,1.120.000 TL
25023575,02 Mayıs 2024,BMW,X1,18i sDrive M Sport,2022,54.000 km,Otomatik,Benzin,Crossover,Gri,1499 cc,136 hp,Önden Çekiş,İkinci El,"6,7 lt",45 lt,Belirtilmemiş,Takasa Uygun,Galeriden,,2.675.000 TL
25018063,02 Mayıs 2024,Dacia,Duster,1.3 Tce Comfort,2022,68.000 km,Yarı Otomatik,Benzin,Crossover,Kırmızı,1332 cc,150 hp,Önden Çekiş,İkinci El,"6,4 lt",50 lt,Belirtilmemiş,Takasa Uygun,Galeriden,,897.000 TL
24659658,02 Mayıs 2024,Hyundai,Tucson,1.6 CRDi Prime,2022,52.863 km,Yarı Otomatik,Dizel,Crossover,Gri,1598 cc,136 hp,Önden Çekiş,İkinci El,"5,7 lt",54 lt,3 boyalı,Takasa Uygun,Galeriden,,1.425.000 TL
24544669,02 Mayıs 2024,Volvo,XC60,2.0 B4 Inscription,2022,29.000 km,Otomatik,Dizel,-,Gri (Gümüş),1801 - 2000 cm3,176 - 200 HP,-,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,,3.680.000 TL
24513877,02 Mayıs 2024,Kia,Sorento,1.6 T-GDI Prestige,2022,50.000 km,Otomatik,Hibrit,SUV,Siyah,1401 - 1600 cm3,226 - 250 HP,AWD (Elektronik),İkinci El,,,Belirtilmemiş,Takasa Uygun,Galeriden,,2.629.000 TL
25132528,02 Mayıs 2024,Opel,Grandland,1.5 D Turbo Ultimate,2022,12.305 km,Otomatik,Dizel,Crossover,Mavi,1499 cc,130 hp,Önden Çekiş,İkinci El,"3,9 lt",53 lt,Belirtilmemiş,Takasa Uygun,Galeriden,,1.441.750 TL
25138022,02 Mayıs 2024,Opel,Mokka-e,Ultimate,2022,30.288 km,Otomatik,Benzin,Crossover,Yeşil,,136 hp,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun Değil,Galeriden,,1.399.900 TL
25137878,02 Mayıs 2024,Hyundai,Tucson,1.6 CRDi Elite,2022,42.000 km,Yarı Otomatik,Dizel,Crossover,Siyah,1598 cc,136 hp,Önden Çekiş,İkinci El,"5,7 lt",54 lt,Belirtilmemiş,Takasa Uygun,Galeriden,79000,1.665.000 TL
25022557,02 Mayıs 2024,Fiat,Egea Cross,1.6 Multijet Urban,2022,40.000 km,Yarı Otomatik,Dizel,Crossover,Gri,1598 cc,130 hp,Önden Çekiş,İkinci El,"4,6 lt",50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,,1.135.000 TL
24312094,01 Mayıs 2024,Opel,Crossland,1.2 T GS Line,2022,15.500 km,Düz,Benzin,Crossover,Kırmızı,1199 cc,110 hp,Önden Çekiş,İkinci El,"4,7 lt",45 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,,995.000 TL
25258929,01 Mayıs 2024,Dacia,Duster,1.3 Tce Comfort,2022,25.535 km,Yarı Otomatik,Benzin,Crossover,Beyaz,1332 cc,150 hp,Önden Çekiş,İkinci El,"6,4 lt",50 lt,1 değişen,Takasa Uygun Değil,Galeriden,,910.000 TL
25258709,01 Mayıs 2024,Hyundai,Tucson,1.6 CRDi Prime,2022,53.000 km,Yarı Otomatik,Dizel,Crossover,Kahverengi,1598 cc,136 hp,Önden Çekiş,İkinci El,"5,7 lt",54 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,,1.619.000 TL
25257131,01 Mayıs 2024,Fiat,Egea Cross,1.4 Fire Street,2022,25.000 km,Düz,Benzin,Crossover,Beyaz,1368 cc,95 hp,Önden Çekiş,İkinci El,"6,8 lt",50 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,,777.500 TL
25257052,01 Mayıs 2024,Audi,Q2,35 TFSI Advanced,2022,12.700 km,Yarı Otomatik,Benzin,Crossover,Lacivert,1498 cc,150 hp,Önden Çekiş,İkinci El,"5,1 lt",50 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,,1.750.000 TL
25255915,01 Mayıs 2024,Ford,EcoSport,1.0 EcoBoost Style,2022,42.100 km,Otomatik,Benzin,Crossover,Beyaz,998 cc,125 hp,Önden Çekiş,İkinci El,"6,4 lt",52 lt,Tamamı orjinal,,Sahibinden,,930.000 TL
25257271,01 Mayıs 2024,Renault,Captur,1.3 TCe Icon,2022,12.500 km,Yarı Otomatik,Hibrit,Crossover,Kırmızı,1333 cc,140 hp,Önden Çekiş,İkinci El,"5,4 lt",48 lt,Tamamı orjinal,-,Sahibinden,,1.310.000 TL
25257174,01 Mayıs 2024,Volkswagen,Taigo,1.0 TSI Life,2022,26.556 km,Yarı Otomatik,Benzin,Crossover,Mavi (metalik),999 cc,110 hp,Önden Çekiş,İkinci El,"4,9 lt",40 lt,Tamamı orjinal,Takasa Uygun,Galeriden,,1.285.000 TL
25256898,01 Mayıs 2024,BMW,iX,First Edition Sport,2022,14.000 km,Otomatik,Elektrik,Crossover,Gri,,326 hp,4WD (Sürekli),İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,,4.650.000 TL
25256641,01 Mayıs 2024,Opel,Mokka,1.2 T GS Line,2022,41.000 km,Otomatik,Benzin,Crossover,Beyaz,1199 cc,130 hp,Önden Çekiş,İkinci El,"4,9 lt",44 lt,Tamamı orjinal,Takasa Uygun,Galeriden,,1.284.000 TL
25254772,01 Mayıs 2024,Dacia,Duster,1.3 Tce Comfort,2022,24.500 km,Yarı Otomatik,Benzin,Crossover,Beyaz,1332 cc,150 hp,Önden Çekiş,İkinci El,"6,4 lt",50 lt,Belirtilmemiş,,Sahibinden,,980.000 TL
25253632,01 Mayıs 2024,Kia,Stonic,1.4 MPI Cool,2022,29.500 km,Otomatik,Benzin,Crossover,Gri,1368 cc,100 hp,Önden Çekiş,İkinci El,"6,2 lt",45 lt,Tamamı orjinal,,Sahibinden,,951.000 TL
25253422,01 Mayıs 2024,Fiat,Egea Cross,1.6 Multijet Urban,2022,57.000 km,Yarı Otomatik,Dizel,Crossover,Mavi,1598 cc,130 hp,Önden Çekiş,İkinci El,"4,6 lt",50 lt,Tamamı orjinal,,Sahibinden,,1.035.000 TL
25252979,01 Mayıs 2024,Toyota,Yaris Cross,1.5 Dream,2022,6.400 km,Otomatik,Benzin,Crossover,Beyaz,1490 cc,125 hp,Önden Çekiş,İkinci El,6 lt,42 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,,1.350.000 TL
25252541,01 Mayıs 2024,Citroen,C3 Aircross,1.2 PureTech Shine,2022,15.600 km,Otomatik,Benzin,Crossover,Gri,1199 cc,130 hp,Önden Çekiş,İkinci El,5 lt,45 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,,1.145.000 TL
25255120,01 Mayıs 2024,Fiat,Egea Cross,1.5 T4 Lounge,2022,59.300 km,Otomatik,LPG & Benzin,Crossover,Mavi,1469 cc,130 hp,Önden Çekiş,İkinci El,"5,3 lt",50 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,,1.070.000 TL
25252517,01 Mayıs 2024,Nissan,Qashqai,1.3 DIG-T Design Pack,2022,17.000 km,Yarı Otomatik,Hibrit,Crossover,Beyaz,1332 cc,158 hp,Önden Çekiş,İkinci El,"6,4 lt",55 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,,1.525.000 TL
25254588,01 Mayıs 2024,Hyundai,Bayon,1.4 MPI Style,2022,34.000 km,Otomatik,Benzin,Crossover,Yeşil,1368 cc,100 hp,Önden Çekiş,İkinci El,"6,6 lt",40 lt,Tamamı orjinal,Takasa Uygun,Galeriden,,999.000 TL
25254606,01 Mayıs 2024,Dacia,Duster,1.3 Tce Comfort,2022,75.000 km,Yarı Otomatik,Benzin,Crossover,Beyaz,1332 cc,150 hp,Önden Çekiş,İkinci El,"6,4 lt",50 lt,1 boyalı,Takasa Uygun Değil,Galeriden,34900,895.000 TL
23543801,01 Mayıs 2024,Volvo,XC90,2.0 D5 Inscription,2022,36.781 km,Otomatik,Dizel,Crossover,Siyah,1969 cc,235 hp,4WD (Sürekli),İkinci El,"5,7 lt",71 lt,3 boyalı,Takasa Uygun,Galeriden,,4.849.750 TL
25252411,01 Mayıs 2024,Ford,Ranger,2.0 EcoBlue 4x4 XLT,2022,27.000 km,Otomatik,Dizel,Hard top,Füme,1996 cc,170 hp,4WD (Sürekli),İkinci El,"7,5 lt",80 lt,Tamamı orjinal,,Sahibinden,,1.950.000 TL
24651896,01 Mayıs 2024,Ford,EcoSport,1.0 EcoBoost Style,2022,16.850 km,Otomatik,Benzin,Crossover,Mavi (metalik),998 cc,125 hp,Önden Çekiş,İkinci El,"6,4 lt",52 lt,Tamamı orjinal,,Sahibinden,,1.018.000 TL
25254062,01 Mayıs 2024,Kia,Stonic,1.4 MPI Cool,2022,45.000 km,Otomatik,Benzin,Crossover,Bordo,1368 cc,100 hp,Önden Çekiş,İkinci El,"6,2 lt",45 lt,Belirtilmemiş,Takasa Uygun,Galeriden,,919.750 TL
25253928,01 Mayıs 2024,Ford,Kuga,1.5 EcoBlue Titanium,2022,29.051 km,Otomatik,Dizel,Crossover,Beyaz,1498 cc,120 hp,Önden Çekiş,İkinci El,"4,4 lt",54 lt,Tamamı orjinal,Takasa Uygun,Galeriden,,1.642.000 TL
25251040,01 Mayıs 2024,Volkswagen,T-Cross,1.0 TSI Life,2022,32.000 km,Düz,Benzin,Crossover,Bej,999 cc,110 hp,Önden Çekiş,İkinci El,"4,8 lt",40 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,,1.060.000 TL
25249898,01 Mayıs 2024,Fiat,Egea Cross,1.4 Fire Street,2022,28.000 km,Düz,Benzin,SUV,Beyaz,,,Önden Çekiş,İkinci El,,,Belirtilmemiş,,Sahibinden,,770.000 TL
24654168,01 Mayıs 2024,Jeep,Compass,1.3 GSE 80.Yıl,2022,16.000 km,Yarı Otomatik,Benzin,Crossover,Kırmızı,1332 cc,150 hp,Önden Çekiş,İkinci El,"5,6 lt",55 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,,1.650.000 TL
24654454,01 Mayıs 2024,Hyundai,Bayon,1.4 MPI Jump,2022,62.000 km,Otomatik,Benzin,Crossover,Gri (metalik),1368 cc,100 hp,Önden Çekiş,İkinci El,"6,6 lt",40 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,,989.000 TL
25249737,01 Mayıs 2024,Toyota,Hilux,2.4 D-4D 4x4 Invincible,2022,80.000 km,Otomatik,Dizel,Hard top,Gri (metalik),2393 cc,150 hp,4WD (Sürekli),İkinci El,"7,4 lt",80 lt,Belirtilmemiş,,Sahibinden,,1.450.000 TL
25249480,01 Mayıs 2024,Toyota,C-HR,1.8 Hybrid Flame,2022,8.000 km,Otomatik,Hibrit,Crossover,Füme,1798 cc,98 hp,Önden Çekiş,İkinci El,"3,8 lt",43 lt,Tamamı orjinal,,Sahibinden,,1.399.000 TL
25126623,01 Mayıs 2024,Fiat,Egea Cross,1.4 Fire Urban,2022,46.000 km,Düz,LPG & Benzin,Crossover,Gri (Gümüş),1368 cc,95 hp,Önden Çekiş,İkinci El,"6,8 lt",50 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,,849.500 TL
25122822,01 Mayıs 2024,Toyota,Corolla Cross,1.8 Passion X-Pack,2022,54.000 km,Otomatik,Hibrit,Crossover,Beyaz,1798 cc,140 hp,Önden Çekiş,İkinci El,5 lt,43 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,,1.789.000 TL
